Report Date	Report Range																																
10/8/2015	1/1/2011 - 10/8/2015																																
																																	
																																	
Community Summary																																	
Name	Muni	Launch Date	Property Count	Applications Submitted	Applications Approved	Applications Approved Amount ($)	Approved Projects	Approved Projects Amount ($)	Completed Projects	Completed Projects Amount ($)	Funded Projects	Funded Projects Amount ($)	Annual Energy Savings ($)	Lifetime Energy Savings ($)	Annual Energy Savings (kWh)	Lifetime Energy Savings (kWh)	Annual Water Savings (gal)	Lifetime Water Savings (gal)	Annual Water Bill Savings ($)	Lifetime Water Bill Savings ($)	Annual Emission Reduction (ton)	Lifetime Emission Reduction (ton)	Economic Impact ($)	Renewable Generation (kWh)	Therms Saved (therm)	kWh Saved	Jobs Created	kW Installed	Products Installed	Energy Efficient Products Installed	Solar Products Installed	Water Products Installed	Contractor Count
Lemon Grove	San Diego	2/10/2014	"6,431"	353	248	"$12,315,143"	179	"$4,043,595"	143	"3,030,502"	143	"$3,030,502"	"$119,247"	"$4,654,290"	"707,540"	"12,909,030"	"495,945"	"7,212,200"	"$2,232"	"$47,327"	194	"3,607"	"$5,248,550"	"299,741"	"10,158"	"385,461"	26	189	261	164	85	12	6
Escondido	San Diego	7/2/2014	"31,613"	975	747	"$47,138,233"	497	"$11,212,410"	379	"8,268,598"	378	"$8,226,455"	"$438,612"	"$17,354,464"	"2,417,162"	"44,430,996"	"1,272,185"	"16,585,550"	"$5,725"	"$103,841"	682	"12,770"	"$14,320,451"	"1,204,927"	"29,801"	"1,225,585"	70	758	722	430	263	29	85
El Cajon	San Diego	7/2/2014	"18,929"	498	371	"$22,795,624"	233	"$5,577,716"	172	"4,001,036"	172	"$4,001,036"	"$203,592"	"$8,063,868"	"1,078,595"	"19,908,752"	"623,425"	"7,211,600"	"$2,805"	"$43,362"	309	"5,801"	"$6,929,427"	"583,538"	"12,062"	"602,159"	34	367	342	191	140	11	40
Carlsbad	San Diego	5/23/2014	"52,664"	583	462	"$48,927,012"	278	"$6,584,651"	222	"5,250,348"	221	"$5,233,862"	"$310,375"	"$12,421,238"	"1,613,068"	"29,857,010"	"2,069,630"	"25,088,400"	"$9,313"	"$152,779"	466	"8,780"	"$9,093,119"	"961,477"	"17,113"	"884,140"	45	605	410	165	209	36	56
San Diego County Unincorporated	San Diego	7/2/2014	"169,195"	"3,768"	"2,753"	"$217,767,912"	"1,863"	"$53,986,010"	"1,386"	"37,904,839"	"1,382"	"$37,815,292"	"$2,249,548"	"$90,393,198"	"11,530,388"	"214,877,391"	"8,652,825"	"103,377,375"	"$38,938"	"$627,098"	"3,348"	"63,435"	"$65,647,694"	"6,990,010"	"117,470"	"5,456,601"	322	"4,399"	"2,749"	"1,355"	"1,268"	126	231
San Diego County		2/10/2014	"828,872"	"15,575"	"11,451"	"$893,631,160"	"7,468"	"$182,161,016"	"5,608"	"130,934,180"	"5,599"	"$130,738,596"	"$6,726,607"	"$266,821,830"	"36,731,902"	"675,942,005"	"36,025,662"	"447,545,395"	"$162,115"	"$2,758,685"	"10,404"	"194,974"	"$226,765,954"	"19,347,892"	"443,237"	"18,538,657"	"1,112"	"12,177"	"10,560"	"5,756"	"4,170"	634	"1,096"
Galt	Sacramento	9/15/2015	"6,789"	3	3	"$123,607"	1	"$14,232"	0	0	0	$0	$0	$0	0	0	0	0	$0	$0	0	0	$0	0	0	0	0	0	0	0	0	0	4
Sacramento County Unincorporated	Sacramento	6/10/2015	"161,267"	151	115	"$5,419,840"	67	"$1,437,984"	26	"575,859"	26	"$575,859"	"$32,493"	"$1,062,420"	"343,130"	"5,630,259"	"85,690"	"1,104,400"	$386	"$6,953"	79	"1,321"	"$997,335"	"35,066"	"8,828"	"74,219"	5	24	53	43	7	3	73
Elk Grove	Sacramento	6/10/2015	"47,269"	89	65	"$3,524,866"	47	"$1,033,609"	22	"526,334"	22	"$526,334"	"$21,612"	"$807,623"	"152,464"	"2,643,793"	"401,510"	"5,745,200"	"$1,807"	"$37,360"	39	697	"$911,562"	"48,672"	"2,870"	"78,802"	4	34	44	17	14	13	11
Rancho Cordova	Sacramento	11/14/2014	"17,952"	65	52	"$2,030,347"	31	"$627,887"	21	"376,620"	21	"$376,620"	"$18,883"	"$642,836"	"180,914"	"3,084,021"	"56,100"	"907,500"	$252	"$6,171"	43	738	"$652,271"	"13,348"	"4,398"	"55,511"	3	9	49	43	4	2	25
Citrus Heights	Sacramento	3/24/2014	"25,302"	119	83	"$3,209,045"	52	"$1,003,944"	40	"751,945"	40	"$751,945"	"$40,092"	"$1,290,461"	"435,373"	"7,216,710"	0	0	$0	$0	100	"1,675"	"$1,302,300"	"31,520"	"11,368"	"107,417"	6	22	78	69	9	0	6
Sacramento County		3/24/2014	"258,579"	427	318	"$14,307,705"	198	"$4,117,656"	109	"2,230,758"	109	"$2,230,758"	"$113,080"	"$3,803,341"	"1,111,881"	"18,574,782"	"543,300"	"7,757,100"	"$2,445"	"$50,483"	262	"4,431"	"$3,863,468"	"128,606"	"27,464"	"315,949"	19	89	224	172	34	18	119
Yorba Linda	Orange	9/15/2015	"21,999"	23	18	"$2,177,156"	2	"$28,567"	1	"13,482"	1	"$13,482"	$606	"$14,932"	"9,359"	"140,380"	0	0	$0	$0	2	31	"$23,349"	0	267	"1,530"	0	0	1	1	0	0	15
Laguna Beach	Orange	9/15/2015	"12,298"	1	1	"$256,832"	1	"$11,033"	0	0	0	$0	$0	$0	0	0	0	0	$0	$0	0	0	$0	0	0	0	0	0	0	0	0	0	5
San Clemente	Orange	3/24/2015	"26,292"	63	46	"$5,971,917"	29	"$677,730"	15	"306,160"	15	"$306,160"	"$11,399"	"$412,456"	"113,300"	"1,947,657"	0	0	$0	$0	28	488	"$530,241"	"21,778"	"2,487"	"37,587"	3	14	26	19	7	0	21
Rancho Santa Margarita	Orange	3/24/2015	"14,363"	123	97	"$9,026,754"	60	"$1,138,024"	38	"616,281"	38	"$616,281"	"$25,739"	"$883,444"	"287,499"	"4,877,699"	"756,635"	"12,609,850"	"$3,405"	"$86,028"	68	"1,178"	"$1,067,342"	"28,839"	"6,898"	"82,970"	5	19	68	53	7	8	6
La Habra	Orange	3/24/2015	"13,761"	220	160	"$11,703,052"	127	"$3,108,615"	93	"2,215,593"	93	"$2,215,593"	"$75,942"	"$2,842,332"	"667,554"	"11,874,468"	"415,250"	"6,503,200"	"$1,869"	"$43,512"	170	"3,077"	"$3,837,203"	"175,061"	"13,041"	"309,308"	19	116	221	161	54	6	13
Fountain Valley	Orange	3/24/2015	"16,392"	90	68	"$6,954,325"	43	"$1,011,531"	24	"505,665"	24	"$505,665"	"$15,552"	"$601,712"	"126,251"	"2,293,197"	"232,815"	"2,882,550"	"$1,048"	"$17,855"	33	610	"$875,765"	"40,155"	"2,248"	"58,031"	4	27	39	26	10	3	9
Lake Forest	Orange	11/14/2014	"23,080"	248	201	"$18,420,590"	146	"$2,981,005"	99	"1,911,471"	99	"$1,911,471"	"$70,456"	"$2,527,359"	"706,765"	"12,200,143"	"532,000"	"6,721,325"	"$2,394"	"$41,118"	173	"3,042"	"$3,310,492"	"125,061"	"15,636"	"229,676"	16	83	172	134	28	10	11
Cypress	Orange	11/14/2014	"13,146"	176	142	"$12,288,659"	103	"$2,513,245"	71	"1,729,647"	71	"$1,729,647"	"$61,787"	"$2,413,390"	"472,354"	"8,617,643"	"167,090"	"1,670,900"	$752	"$9,324"	126	"2,340"	"$2,995,589"	"178,188"	"7,747"	"233,430"	15	118	139	91	44	4	11
Aliso Viejo	Orange	11/14/2014	"14,369"	71	58	"$5,185,909"	43	"$831,274"	38	"729,553"	38	"$729,553"	"$28,528"	"$1,005,475"	"294,104"	"5,055,349"	"164,215"	"2,082,150"	$739	"$13,024"	72	"1,249"	"$1,263,518"	"48,260"	"6,652"	"95,651"	6	32	70	51	13	6	5
Westminster	Orange	2/10/2014	"19,408"	360	259	"$19,939,424"	180	"$4,011,122"	136	"2,823,708"	136	"$2,823,708"	"$96,590"	"$3,547,228"	"900,666"	"15,624,706"	"344,135"	"6,585,225"	"$1,549"	"$46,480"	225	"3,992"	"$4,890,402"	"231,318"	"18,675"	"370,309"	24	153	225	154	66	5	11
Tustin	Orange	2/10/2014	"16,527"	236	170	"$16,070,526"	117	"$2,816,487"	86	"1,987,744"	86	"$1,987,744"	"$65,704"	"$2,333,725"	"675,945"	"11,683,917"	"482,680"	"5,322,350"	"$2,172"	"$31,281"	164	"2,886"	"$3,442,591"	"115,940"	"15,263"	"218,888"	17	77	164	128	29	7	20
Stanton	Orange	5/23/2014	"6,837"	121	82	"$5,037,487"	59	"$1,168,595"	39	"736,007"	39	"$736,007"	"$20,649"	"$706,130"	"228,687"	"3,912,885"	"49,335"	"493,350"	$222	"$2,753"	55	944	"$1,274,696"	"18,140"	"5,454"	"72,150"	6	12	68	61	6	1	9
Santa Ana	Orange	2/10/2014	"49,677"	967	690	"$47,828,546"	429	"$9,433,915"	289	"6,202,999"	289	"$6,202,999"	"$189,568"	"$7,064,516"	"1,682,100"	"29,682,102"	"79,735"	"833,850"	$359	"$4,732"	428	"7,682"	"$10,743,023"	"407,015"	"33,190"	"737,214"	53	270	512	392	117	3	39
Placentia	Orange	2/10/2014	"13,057"	314	226	"$18,955,518"	165	"$4,108,205"	128	"2,952,561"	128	"$2,952,561"	"$113,876"	"$4,202,567"	"1,029,279"	"18,061,049"	"910,455"	"10,151,675"	"$4,097"	"$58,908"	260	"4,646"	"$5,113,563"	"264,795"	"20,699"	"368,455"	25	176	238	171	55	12	17
Newport Beach	Orange	2/10/2014	"30,669"	132	76	"$15,026,608"	45	"$1,338,502"	32	"967,602"	32	"$967,602"	"$35,253"	"$1,331,359"	"294,427"	"5,214,909"	"51,150"	"767,250"	$230	"$4,834"	76	"1,377"	"$1,675,797"	"94,562"	"5,428"	"118,752"	8	63	73	52	20	1	11
Laguna Hills	Orange	7/2/2014	"9,649"	171	129	"$13,489,840"	75	"$1,836,425"	53	"1,282,104"	53	"$1,282,104"	"$51,911"	"$1,999,349"	"423,005"	"7,633,252"	"558,800"	"5,761,250"	"$2,515"	"$32,522"	110	"2,029"	"$2,220,486"	"139,356"	"7,567"	"159,971"	11	92	109	76	25	8	17
La Palma	Orange	2/10/2014	"4,090"	95	76	"$6,738,215"	52	"$1,291,174"	34	"850,992"	34	"$850,992"	"$36,620"	"$1,404,114"	"298,961"	"5,373,623"	0	0	$0	$0	78	"1,428"	"$1,473,839"	"99,240"	"5,361"	"119,254"	7	66	71	51	20	0	0
Huntington Beach	Orange	7/2/2014	"58,020"	451	354	"$36,748,189"	225	"$4,856,229"	155	"3,136,151"	154	"$3,120,125"	"$114,419"	"$4,277,774"	"1,031,575"	"18,051,737"	"828,615"	"9,786,400"	"$3,729"	"$58,771"	261	"4,663"	"$5,431,526"	"305,828"	"20,692"	"415,796"	27	203	271	169	82	20	36
Garden Grove	Orange	5/23/2014	"34,711"	619	427	"$28,723,529"	288	"$6,791,833"	203	"4,651,852"	202	"$4,620,307"	"$161,986"	"$6,219,440"	"1,290,584"	"23,117,887"	"361,215"	"4,865,225"	"$1,625"	"$30,076"	340	"6,203"	"$8,056,579"	"450,944"	"22,423"	"639,053"	40	299	376	243	124	9	25
Costa Mesa	Orange	7/2/2014	"21,886"	277	211	"$18,572,341"	124	"$2,692,946"	81	"1,681,831"	81	"$1,681,831"	"$78,987"	"$3,088,570"	"574,452"	"10,401,693"	"302,830"	"3,611,300"	"$1,363"	"$22,013"	156	"2,882"	"$2,912,776"	"246,755"	"8,715"	"298,285"	14	164	147	81	61	5	26
Buena Park	Orange	2/10/2014	"17,248"	562	400	"$27,264,309"	281	"$6,387,333"	202	"4,462,567"	202	"$4,462,567"	"$177,025"	"$6,933,442"	"1,284,897"	"23,380,399"	"620,410"	"8,030,975"	"$2,792"	"$48,759"	349	"6,473"	"$7,728,755"	"555,303"	"19,428"	"674,101"	38	368	369	218	141	10	10
Brea	Orange	2/10/2014	"11,297"	279	214	"$17,966,265"	139	"$3,268,420"	103	"2,457,999"	103	"$2,457,999"	"$94,915"	"$3,583,148"	"797,185"	"14,144,061"	"247,245"	"3,044,450"	"$1,113"	"$18,777"	206	"3,727"	"$4,257,028"	"239,600"	"14,796"	"302,974"	21	159	210	157	47	6	32
Anaheim	Orange	2/10/2014	"61,383"	"1,587"	"1,170"	"$85,006,415"	822	"$19,907,856"	611	"13,862,570"	611	"$13,862,570"	"$459,922"	"$17,107,996"	"4,022,319"	"70,452,380"	"2,013,055"	"26,720,400"	"$9,059"	"$167,654"	"1,027"	"18,350"	"$24,008,697"	"1,098,591"	"78,149"	"1,644,367"	118	729	"1,047"	742	272	33	92
Orange County		2/10/2014	"510,159"	"7,186"	"5,275"	"$429,352,407"	"3,555"	"$82,210,065"	"2,531"	"56,084,537"	"2,529"	"$56,036,966"	"$1,987,436"	"$74,500,459"	"17,211,269"	"303,741,134"	"9,117,665"	"118,443,675"	"$41,029"	"$738,421"	"4,408"	"79,296"	"$97,133,259"	"4,884,729"	"330,816"	"7,187,754"	476	"3,239"	"4,616"	"3,231"	"1,228"	157	441
St. Helena	Napa	11/14/2014	"1,810"	9	6	"$743,833"	4	"$104,324"	4	"104,324"	4	"$104,324"	"$8,413"	"$327,132"	"55,142"	"983,337"	0	0	$0	$0	15	265	"$180,680"	"23,280"	950	"16,547"	1	16	9	5	4	0	0
American Canyon	Napa	11/14/2014	"4,793"	36	24	"$1,432,273"	17	"$389,465"	11	"262,185"	11	"$262,185"	"$12,627"	"$473,971"	"103,359"	"1,831,306"	"110,000"	"1,100,000"	$495	"$6,138"	25	460	"$454,080"	"24,458"	"2,242"	"31,920"	2	17	25	18	6	1	1
Yountville	Napa	5/23/2014	729	3	2	"$133,220"	0	$0	0	0	0	$0	$0	$0	0	0	0	0	$0	$0	0	0	$0	0	0	0	0	0	0	0	0	0	0
Napa	Napa	5/23/2014	"21,324"	167	133	"$11,019,672"	78	"$1,827,942"	63	"1,526,061"	63	"$1,526,061"	"$72,976"	"$2,654,223"	"667,047"	"11,427,432"	"82,390"	"1,647,800"	$371	"$11,826"	160	"2,793"	"$2,642,998"	"142,741"	"15,722"	"205,662"	13	98	136	90	45	1	11
Napa County Unincorporated 	Napa	5/23/2014	"10,855"	43	33	"$4,398,256"	17	"$504,875"	14	"444,949"	14	"$444,949"	"$29,268"	"$1,116,110"	"211,244"	"3,682,663"	"7,300"	"109,500"	$33	$690	54	966	"$770,610"	"73,541"	"4,075"	"49,732"	4	51	38	27	10	1	2
Calistoga	Napa	5/23/2014	"1,202"	8	5	"$317,821"	2	"$24,497"	2	"24,497"	2	"$24,497"	"$1,242"	"$50,961"	"9,457"	"189,147"	0	0	$0	$0	2	48	"$42,427"	0	193	"3,815"	0	0	5	5	0	0	0
Napa County		5/23/2014	"40,713"	266	203	"$18,045,075"	118	"$2,851,102"	94	"2,362,016"	94	"$2,362,016"	"$124,527"	"$4,622,396"	"1,046,250"	"18,113,884"	"199,690"	"2,857,300"	$899	"$18,654"	256	"4,531"	"$4,090,795"	"264,020"	"23,183"	"307,677"	20	181	213	145	65	3	14
Pacific Grove	Monterey	6/10/2015	"5,714"	3	3	"$361,070"	0	$0	0	0	0	$0	$0	$0	0	0	0	0	$0	$0	0	0	$0	0	0	0	0	0	0	0	0	0	2
Del Rey Oaks	Monterey	6/10/2015	717	1	1	"$88,247"	0	$0	0	0	0	$0	$0	$0	0	0	0	0	$0	$0	0	0	$0	0	0	0	0	0	0	0	0	0	0
Carmel 	Monterey	6/10/2015	"2,670"	1	1	"$105,071"	0	$0	0	0	0	$0	$0	$0	0	0	0	0	$0	$0	0	0	$0	0	0	0	0	0	0	0	0	0	1
Monterey County Unincorporated	Monterey	11/14/2014	"29,913"	56	41	"$4,145,359"	25	"$697,779"	16	"453,043"	16	"$453,043"	"$22,461"	"$924,881"	"101,162"	"1,918,834"	"162,525"	"3,000,250"	$731	"$21,133"	31	589	"$784,629"	"74,497"	712	"75,970"	4	50	30	7	21	2	8
Monterey	Monterey	7/2/2014	"7,675"	10	5	"$472,591"	3	"$93,272"	2	"32,794"	2	"$32,794"	"$2,238"	"$86,409"	"18,004"	"303,667"	0	0	$0	$0	4	78	"$56,795"	"6,720"	385	"6,604"	0	4	3	1	2	0	3
Monterey County		7/2/2014	"46,689"	71	51	"$5,172,338"	28	"$791,051"	18	"485,836"	18	"$485,836"	"$24,699"	"$1,011,290"	"119,167"	"2,222,500"	"162,525"	"3,000,250"	$731	"$21,133"	35	667	"$841,424"	"81,217"	"1,097"	"82,573"	4	54	33	8	23	2	14
Mammoth Lakes	Mono	7/2/2014	"8,247"	19	16	"$1,328,605"	4	"$90,229"	3	"57,829"	3	"$57,829"	"$4,373"	"$185,153"	"16,198"	"323,960"	0	0	$0	$0	5	107	"$100,154"	"16,198"	0	"25,033"	0	10	5	1	4	0	4
Mono County Unincorporated	Mono	7/2/2014	"4,283"	24	18	"$911,293"	6	"$143,322"	5	"120,428"	5	"$120,428"	"$16,240"	"$687,529"	"60,148"	"1,202,960"	0	0	$0	$0	20	396	"$208,571"	"60,148"	0	"62,143"	1	36	10	0	10	0	6
Mono County		7/2/2014	"12,530"	43	34	"$2,239,898"	10	"$233,551"	8	"178,257"	8	"$178,257"	"$20,613"	"$872,682"	"76,346"	"1,526,920"	0	0	$0	$0	25	502	"$308,725"	"76,346"	0	"87,176"	2	45	15	1	14	0	10
Los Banos	Merced	9/15/2015	"10,444"	18	11	"$378,431"	4	"$60,643"	3	"35,285"	3	"$35,285"	"$3,578"	"$100,374"	"42,139"	"675,205"	0	0	$0	$0	10	153	"$61,111"	0	"1,145"	"8,587"	0	0	5	5	0	0	6
Livingston	Merced	3/24/2015	"2,891"	13	11	"$322,938"	6	"$131,886"	4	"64,934"	4	"$64,934"	"$6,159"	"$226,285"	"39,754"	"673,813"	0	0	$0	$0	11	183	"$112,459"	"15,501"	671	"27,021"	1	11	6	2	4	0	1
Merced	Merced	11/14/2014	"18,916"	139	96	"$3,134,399"	60	"$1,024,920"	42	"774,300"	42	"$774,300"	"$63,838"	"$2,404,397"	"424,473"	"7,453,762"	0	0	$0	$0	111	"1,998"	"$1,341,017"	"143,148"	"7,451"	"228,836"	7	98	76	47	29	0	12
Merced County Unincorporated	Merced	7/2/2014	"17,675"	156	109	"$4,583,298"	69	"$1,699,188"	53	"1,159,389"	53	"$1,159,389"	"$105,188"	"$4,078,477"	"647,038"	"11,616,787"	"39,765"	"397,650"	$179	"$2,219"	174	"3,191"	"$2,007,955"	"269,019"	"10,202"	"335,102"	10	184	106	59	46	1	12
Atwater	Merced	7/2/2014	"7,077"	113	81	"$2,346,795"	58	"$1,037,699"	49	"847,476"	49	"$847,476"	"$66,907"	"$2,536,990"	"432,342"	"7,682,369"	"73,150"	"731,500"	$329	"$4,082"	115	"2,073"	"$1,467,751"	"133,244"	"7,313"	"272,034"	7	91	96	61	34	1	5
Merced County		7/2/2014	"57,003"	439	308	"$10,765,861"	197	"$3,954,336"	151	"2,881,384"	151	"$2,881,384"	"$245,669"	"$9,346,523"	"1,585,745"	"28,101,936"	"112,915"	"1,129,150"	$508	"$6,301"	420	"7,598"	"$4,990,293"	"560,912"	"26,782"	"871,580"	24	384	289	174	113	2	36
Commerce	Los Angeles	3/24/2015	"2,072"	26	17	"$932,964"	14	"$283,256"	11	"195,202"	11	"$195,202"	"$3,904"	"$140,580"	"39,092"	"688,393"	0	0	$0	$0	10	171	"$338,072"	0	864	"13,779"	2	0	16	16	0	0	3
Redondo Beach	Los Angeles	3/24/2015	"20,250"	42	33	"$4,095,315"	23	"$431,551"	9	"153,026"	9	"$153,026"	"$7,141"	"$278,778"	"49,243"	"890,158"	"30,250"	"605,000"	$136	"$4,342"	14	251	"$265,028"	"20,369"	679	"32,845"	1	14	15	8	6	1	10
Bell	Los Angeles	6/3/2015	"3,657"	30	22	"$1,241,433"	16	"$353,442"	7	"155,016"	7	"$155,016"	"$2,400"	"$88,597"	"23,791"	"429,359"	"52,910"	"529,100"	$238	"$2,952"	6	107	"$268,474"	0	521	"8,515"	1	0	13	12	0	1	3
Agoura Hills	Los Angeles	5/28/2015	"6,808"	32	26	"$2,985,449"	16	"$294,483"	13	"227,581"	13	"$227,581"	"$10,059"	"$279,770"	"168,262"	"2,718,633"	"137,500"	"1,375,000"	$619	"$7,673"	37	591	"$394,149"	0	"4,957"	"22,966"	2	0	21	19	0	2	7
Compton	Los Angeles	5/28/2015	"17,446"	264	146	"$6,648,958"	100	"$2,403,425"	43	"1,060,450"	43	"$1,060,450"	"$16,621"	"$576,513"	"171,281"	"2,930,725"	"105,655"	"1,056,550"	$475	"$5,896"	42	723	"$1,836,603"	0	"3,873"	"57,769"	9	0	76	75	0	1	4
Los Angeles	Los Angeles	5/28/2015	"702,034"	"3,148"	"2,142"	"$188,342,234"	"1,294"	"$33,519,544"	672	"17,070,431"	667	"$16,938,124"	"$488,018"	"$17,233,908"	"5,051,252"	"87,205,786"	"4,633,745"	"70,223,175"	"$20,852"	"$463,563"	"1,227"	"21,494"	"$29,564,416"	"777,500"	"114,607"	"1,932,193"	145	517	"1,386"	"1,056"	254	76	607
San Fernando	Los Angeles	3/24/2015	"4,301"	67	41	"$2,387,392"	28	"$688,395"	17	"418,684"	17	"$418,684"	"$19,236"	"$786,403"	"115,984"	"2,216,443"	"55,440"	"1,108,800"	$249	"$7,958"	34	653	"$725,122"	"66,021"	"1,155"	"73,072"	4	44	32	17	14	1	7
Whittier	Los Angeles	5/28/2015	"20,473"	225	163	"$12,158,286"	104	"$2,511,459"	49	"1,092,557"	49	"$1,092,557"	"$27,672"	"$901,005"	"328,628"	"5,485,905"	"510,345"	"7,102,150"	"$2,297"	"$45,761"	77	"1,298"	"$1,892,208"	"19,699"	"8,206"	"92,409"	9	13	86	77	6	3	21
West Hollywood	Los Angeles	5/28/2015	"8,637"	6	4	"$733,334"	4	"$177,863"	1	"33,526"	1	"$33,526"	$227	"$9,442"	"1,592"	"31,850"	0	0	$0	$0	0	9	"$58,064"	0	23	928	0	0	1	1	0	0	3
Los Angeles County Unincorporated	Los Angeles	5/28/2015	"220,390"	"1,921"	"1,325"	"$95,009,911"	818	"$20,882,255"	408	"9,692,504"	408	"$9,692,504"	"$270,130"	"$9,316,640"	"2,969,196"	"50,900,683"	"1,570,795"	"24,474,825"	"$7,069"	"$163,696"	710	"12,318"	"$16,786,525"	"309,087"	"70,445"	"890,044"	82	205	817	715	74	28	100
South Gate	Los Angeles	5/28/2015	"14,209"	98	68	"$3,634,886"	41	"$873,566"	23	"442,023"	23	"$442,023"	"$12,844"	"$438,998"	"144,530"	"2,501,256"	"91,465"	"1,265,275"	$412	"$8,059"	34	600	"$765,543"	0	"3,485"	"42,380"	4	0	48	45	0	3	4
Signal Hill	Los Angeles	5/28/2015	"3,177"	16	10	"$677,997"	8	"$164,519"	3	"100,672"	3	"$100,672"	"$2,499"	"$94,533"	"20,615"	"372,052"	"18,000"	"323,500"	$81	"$2,226"	5	98	"$174,354"	"6,020"	374	"11,285"	1	4	9	5	2	2	6
Santa Fe Springs	Los Angeles	5/28/2015	"3,818"	65	47	"$3,049,149"	35	"$917,043"	14	"301,950"	13	"$255,925"	"$7,707"	"$256,822"	"96,144"	"1,631,710"	"41,250"	"412,500"	$186	"$2,302"	22	382	"$522,950"	"4,635"	"2,472"	"26,551"	3	3	26	23	2	1	16
Santa Clarita	Los Angeles	5/28/2015	"60,715"	322	237	"$17,673,368"	137	"$3,068,656"	72	"1,410,312"	71	"$1,376,316"	"$56,351"	"$1,879,146"	"654,752"	"10,953,796"	"240,535"	"2,819,350"	"$1,082"	"$16,847"	154	"2,615"	"$2,442,530"	"69,946"	"16,126"	"170,484"	12	46	126	103	14	9	40
Pico Rivera	Los Angeles	5/28/2015	"13,461"	223	150	"$8,629,414"	93	"$2,168,592"	54	"1,197,732"	54	"$1,197,732"	"$24,292"	"$839,951"	"261,268"	"4,500,650"	"71,500"	"1,072,500"	$322	"$6,757"	63	"1,095"	"$2,074,362"	"17,157"	"6,103"	"81,126"	10	11	88	83	4	1	6
Pasadena	Los Angeles	5/28/2015	"34,857"	132	96	"$11,271,464"	63	"$1,772,945"	24	"643,841"	24	"$643,841"	"$13,954"	"$446,541"	"184,585"	"3,089,629"	"353,700"	"6,116,500"	"$1,592"	"$41,379"	42	710	"$1,115,073"	0	"4,901"	"40,927"	5	0	73	66	0	7	12
Paramount	Los Angeles	5/28/2015	"7,301"	38	25	"$1,374,740"	21	"$433,148"	15	"279,997"	15	"$279,997"	"$7,333"	"$275,157"	"64,064"	"1,154,193"	0	0	$0	$0	16	299	"$484,930"	"8,858"	"1,243"	"27,196"	2	6	25	23	2	0	4
Palos Verdes Estates	Los Angeles	5/28/2015	"5,115"	9	9	"$1,843,451"	4	"$244,536"	1	"30,512"	1	"$30,512"	$69	"$2,398"	"2,005"	"40,093"	"7,300"	"109,500"	$33	$690	0	8	"$52,844"	0	68	0	0	0	2	1	0	1	0
Norwalk	Los Angeles	5/28/2015	"21,864"	333	233	"$13,811,901"	173	"$3,895,573"	94	"1,955,482"	93	"$1,911,066"	"$44,156"	"$1,487,382"	"505,215"	"8,622,019"	"216,715"	"3,293,650"	$975	"$21,602"	119	"2,060"	"$3,386,715"	"23,725"	"12,319"	"144,624"	17	16	154	138	6	10	11
Manhattan Beach	Los Angeles	5/28/2015	"12,393"	19	16	"$3,474,262"	9	"$174,304"	3	"43,068"	3	"$43,068"	"$1,741"	"$50,938"	"23,875"	"387,181"	0	0	$0	$0	5	88	"$74,590"	0	646	"4,948"	0	0	4	4	0	0	3
Malibu	Los Angeles	5/28/2015	"5,420"	4	3	"$596,657"	0	$0	0	0	0	$0	$0	$0	0	0	0	0	$0	$0	0	0	$0	0	0	0	0	0	0	0	0	0	2
Lynwood	Los Angeles	5/28/2015	"9,182"	81	49	"$2,505,139"	27	"$690,157"	12	"279,001"	12	"$279,001"	"$6,405"	"$197,972"	"88,527"	"1,484,600"	0	0	$0	$0	20	337	"$483,204"	0	"2,404"	"18,079"	2	0	22	22	0	0	3
Long Beach	Los Angeles	5/28/2015	"96,886"	545	391	"$29,651,262"	269	"$7,038,413"	147	"3,707,214"	146	"$3,688,366"	"$90,347"	"$3,307,619"	"815,632"	"14,280,604"	"571,540"	"8,120,775"	"$2,572"	"$52,294"	206	"3,672"	"$6,420,554"	"169,990"	"16,383"	"394,716"	31	113	302	228	57	17	43
Lakewood	Los Angeles	5/28/2015	"23,530"	203	160	"$11,635,740"	121	"$2,823,571"	64	"1,317,541"	63	"$1,285,383"	"$30,785"	"$1,122,168"	"275,400"	"4,848,439"	"188,815"	"2,009,150"	$850	"$11,598"	70	"1,247"	"$2,281,860"	"42,627"	"5,480"	"134,541"	11	28	123	103	16	4	11
La Puente	Los Angeles	5/28/2015	"7,107"	143	120	"$7,024,195"	60	"$1,201,856"	30	"548,985"	30	"$548,985"	"$14,581"	"$544,559"	"127,562"	"2,275,287"	0	0	$0	$0	33	590	"$950,791"	"21,069"	"2,479"	"57,624"	5	14	48	42	6	0	1
La Mirada	Los Angeles	5/28/2015	"13,552"	130	101	"$7,476,861"	71	"$1,912,907"	46	"1,177,450"	46	"$1,177,450"	"$27,783"	"$1,038,457"	"243,028"	"4,311,793"	"403,040"	"5,350,400"	"$1,814"	"$34,071"	62	"1,120"	"$2,039,235"	"53,604"	"4,723"	"130,757"	10	36	101	76	20	5	7
La Habra Heights	Los Angeles	5/28/2015	"1,867"	10	6	"$1,135,413"	5	"$165,663"	1	"25,314"	1	"$25,314"	$986	"$23,863"	"18,143"	"272,147"	0	0	$0	$0	4	58	"$43,842"	0	553	"1,946"	0	0	1	1	0	0	1
